Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh),Renewables per capita (kWh)
Africa,,1965,2058.244,0,120.653
Africa,,1966,2103.541,0,131.249
Africa,,1967,2063.597,0,133.6
Africa,,1968,2107.265,0,152.359
Africa,,1969,2082.553,0,173.317
Africa,,1970,2186.515,0,211.175
Africa,,1971,2344.494,0,194.955
Africa,,1972,2407.308,0,216.209
Africa,,1973,2544,0,222.733
Africa,,1974,2576.997,0,246.655
Africa,,1975,2655.438,0,253.813
Africa,,1976,2825.959,0,273.66
Africa,,1977,2878.72,0,292.44
Africa,,1978,2915.916,0,286.792
Africa,,1979,3115.872,0,298.455
Africa,,1980,3281.682,0,282.91
Africa,,1981,3572.764,0,285.774
Africa,,1982,3726.833,0,277.992
Africa,,1983,3754.57,0,243.646
Africa,,1984,3760.117,20.442,232.932
Africa,,1985,3774.414,26.911,251.734
Africa,,1986,3736.265,43.331,254.996
Africa,,1987,3775.851,29.514,237.922
Africa,,1988,3915.549,48.835,252.341
Africa,,1989,3806.997,50.253,257.594
Africa,,1990,3843.619,37.232,255.68
Africa,,1991,3721.571,39.237,263.639
Africa,,1992,3702.732,38.826,245.312
Africa,,1993,3635.522,29.555,234.65
Africa,,1994,3643.234,38.511,232.019
Africa,,1995,3691.833,43.766,235.445
Africa,,1996,3692.345,44.479,240.183
Africa,,1997,3667.613,46.608,240.462
Africa,,1998,3624.197,48.911,245.892
Africa,,1999,3641.543,45.051,254.088
Africa,,2000,3626.14,44.562,266.152
Africa,,2001,3679.4,35.602,277.773
Africa,,2002,3618.564,38.622,283.219
Africa,,2003,3719.929,39.551,268.796
Africa,,2004,3895.61,40.476,276.158
Africa,,2005,3832.016,33.156,272.745
Africa,,2006,3803.705,28.534,275.8
Africa,,2007,3842.808,31.215,274.603
Africa,,2008,3995.911,34.758,272.145
Africa,,2009,3964.018,33.163,271.977
Africa,,2010,3976.928,33.936,285.42
Africa,,2011,3884.954,31.353,285.258
Africa,,2012,3927.714,30.522,279.08
Africa,,2013,3918.435,32.158,288.426
Africa,,2014,3924.095,30.461,301.105
Africa,,2015,3882.192,26.18,298.712
Africa,,2016,3886.396,32.991,289.087
Africa,,2017,3860.353,31.659,303.573
Africa,,2018,3883.183,21.603,317.342
Africa,,2019,3855.495,26.908,337.336
Algeria,DZA,1965,1884.302,0,88.528
Algeria,DZA,1966,2230.707,0,76.425
Algeria,DZA,1967,2036.54,0,85.792
Algeria,DZA,1968,2098.963,0,114.453
Algeria,DZA,1969,2309.184,0,71.311
Algeria,DZA,1970,2422.667,0,111.38
Algeria,DZA,1971,2606.043,0,61.637
Algeria,DZA,1972,2825.08,0,89.952
Algeria,DZA,1973,3248.063,0,132.966
Algeria,DZA,1974,3556.837,0,85.489
Algeria,DZA,1975,4178.7,0,54.86
Algeria,DZA,1976,4737.909,0,63.242
Algeria,DZA,1977,5085.437,0,42.497
Algeria,DZA,1978,6221.54,0,38.363
Algeria,DZA,1979,7919.34,0,43.347
Algeria,DZA,1980,9176.108,0,37.139
Algeria,DZA,1981,10800.247,0,51.285
Algeria,DZA,1982,12061.601,0,65.054
Algeria,DZA,1983,12807.885,0,30.934
Algeria,DZA,1984,11893.946,0,57.69
Algeria,DZA,1985,11607.818,0,79.995
Algeria,DZA,1986,11979.548,0,30.06
Algeria,DZA,1987,11932.901,0,58.304
Algeria,DZA,1988,12473.139,0,20.797
Algeria,DZA,1989,11805.952,0,25.005
Algeria,DZA,1990,12212.228,0,14.558
Algeria,DZA,1991,11788.975,0,30.829
Algeria,DZA,1992,11826.206,0,20.452
Algeria,DZA,1993,10745.094,0,35.481
Algeria,DZA,1994,10683.72,0,16.343
Algeria,DZA,1995,10869.128,0,18.642
Algeria,DZA,1996,10576.293,0,12.814
Algeria,DZA,1997,10007.001,0,7.004
Algeria,DZA,1998,10191.55,0,19.78
Algeria,DZA,1999,10150.35,0,18.414
Algeria,DZA,2000,9657.439,0,4.832
Algeria,DZA,2001,9875.7,0,6.054
Algeria,DZA,2002,10101.535,0,4.906
Algeria,DZA,2003,10418.852,0,22.377
Algeria,DZA,2004,10677.07,0,20.784
Algeria,DZA,2005,11000.958,0,45.058
Algeria,DZA,2006,11254.16,0,17.289
Algeria,DZA,2007,11677.965,0,17.57
Algeria,DZA,2008,12172.469,0,21.51
Algeria,DZA,2009,12676.306,0,25.393
Algeria,DZA,2010,12144.613,0,13.197
Algeria,DZA,2011,12640.023,0,28.001
Algeria,DZA,2012,13549.443,0,28.643
Algeria,DZA,2013,14069.992,0,8.565
Algeria,DZA,2014,15027.377,0,16.607
Algeria,DZA,2015,15528.614,0,14.136
Algeria,DZA,2016,15190.104,0,20.84
Algeria,DZA,2017,15029.705,0,34.973
Algeria,DZA,2018,15872.332,0,42.965
Algeria,DZA,2019,16331.441,0,44.661
Argentina,ARG,1965,13981.435,0,153.555
Argentina,ARG,1966,14234.644,0,153.251
Argentina,ARG,1967,14443.328,0,154.652
Argentina,ARG,1968,14702.45,0,179.606
Argentina,ARG,1969,15005.922,0,158.744
Argentina,ARG,1970,13920.153,0,186.404
Argentina,ARG,1971,14569.485,0,182.498
Argentina,ARG,1972,14599.978,0,176.714
Argentina,ARG,1973,14827.686,0,337.36
Argentina,ARG,1974,14906.708,113.023,553.992
Argentina,ARG,1975,14110.28,270.304,564.44
Argentina,ARG,1976,14712.311,272.014,535.483
Argentina,ARG,1977,15195.941,170.557,606.364
Argentina,ARG,1978,14955.796,297.271,801.291
Argentina,ARG,1979,15414.115,272.206,1086.439
Argentina,ARG,1980,14751.855,233,1516.517
Argentina,ARG,1981,13937.709,276.023,1446.743
Argentina,ARG,1982,13895.561,180.394,1706.404
Argentina,ARG,1983,14140.189,323.229,1761.512
Argentina,ARG,1984,13638.365,433.523,1866.12
Argentina,ARG,1985,12867.383,530.073,1907.501
Argentina,ARG,1986,14200.223,516.756,1910.675
Argentina,ARG,1987,14576.795,575.883,1955.167
Argentina,ARG,1988,15233.872,508.559,1329.212
Argentina,ARG,1989,14565.503,435.4,1130.569
Argentina,ARG,1990,13581.956,620.038,1531.382
Argentina,ARG,1991,13670.764,651.303,1370.508
Argentina,ARG,1992,14419.427,586.64,1647.076
Argentina,ARG,1993,14398.31,633.73,1934.953
Argentina,ARG,1994,14130.618,664.913,2268.221
Argentina,ARG,1995,14694.886,563.564,2278.956
Argentina,ARG,1996,15898.959,587.853,2073.223
Argentina,ARG,1997,15015.521,620.184,2608.979
Argentina,ARG,1998,15590.478,574.073,2535.551
Argentina,ARG,1999,15470.218,541.281,2073.058
Argentina,ARG,2000,15525.942,465.362,2617.523
Argentina,ARG,2001,14530.042,522.616,3151.093
Argentina,ARG,2002,13636.111,423.566,3084.571
Argentina,ARG,2003,14782.312,541.181,2873.439
Argentina,ARG,2004,15854.173,553.399,2558.176
Argentina,ARG,2005,16741.805,475.343,2800.738
Argentina,ARG,2006,17215.31,525.271,3079.184
Argentina,ARG,2007,18401.417,485.547,2635.797
Argentina,ARG,2008,18621.733,486.984,2564.317
Argentina,ARG,2009,17755.558,530.291,2757.322
Argentina,ARG,2010,18599.382,459.681,2860.631
Argentina,ARG,2011,18871.5,401.389,2838.265
Argentina,ARG,2012,19399.898,394.923,2709.964
Argentina,ARG,2013,19893.03,376.61,2932.792
Argentina,ARG,2014,19572.09,329.111,2945.296
Argentina,ARG,2015,19724.453,413.395,2985.942
Argentina,ARG,2016,19620.823,478.879,2732.613
Argentina,ARG,2017,19241.662,346.405,2962.672
Argentina,ARG,2018,18824.28,385.013,2962.767
Argentina,ARG,2019,18101.027,466.805,2911.84
Australia,AUS,1965,33870.33,0,1960.813
Australia,AUS,1966,36528.602,0,1827.983
Australia,AUS,1967,37788.019,0,1843.089
Australia,AUS,1968,39070.431,0,1871.977
Australia,AUS,1969,39608.02,0,1989.227
Australia,AUS,1970,42147.602,0,2265.061
Australia,AUS,1971,43270.248,0,2508.686
Australia,AUS,1972,44626.899,0,2481.905
Australia,AUS,1973,47047.973,0,2610.65
Australia,AUS,1974,49206.757,0,2920.062
Australia,AUS,1975,49249.742,0,3101.24
Australia,AUS,1976,50637.983,0,2917.677
Australia,AUS,1977,52831.217,0,2754.118
Australia,AUS,1978,53400.317,0,2939.848
Australia,AUS,1979,55070.079,0,2826.165
Australia,AUS,1980,54950.336,0,2637.558
Australia,AUS,1981,54640.81,0,2682.539
Australia,AUS,1982,54051.595,0,2463.884
Australia,AUS,1983,53534.369,0,2295.1
Australia,AUS,1984,54962.514,0,2443.493
Australia,AUS,1985,54402.773,0,2553.009
Australia,AUS,1986,55415.203,0,2527.853
Australia,AUS,1987,56099.683,0,2417.456
Australia,AUS,1988,57694.243,0,2543.672
Australia,AUS,1989,59651.152,0,2503.504
Australia,AUS,1990,59787.093,0,2541.617
Australia,AUS,1991,58462.523,0,2646.793
Australia,AUS,1992,58319.914,0,2653.529
Australia,AUS,1993,59300.626,0,2694.24
Australia,AUS,1994,61125.545,0,2632.703
Australia,AUS,1995,62198.899,0,2544.919
Australia,AUS,1996,63073.273,0,2588.196
Australia,AUS,1997,64028.877,0,2566.376
Australia,AUS,1998,64884.64,0,2530.534
Australia,AUS,1999,67024.603,0,2587.144
Australia,AUS,2000,66599.621,0,2565.069
Australia,AUS,2001,66577.396,0,2481.849
Australia,AUS,2002,66802.982,0,2537.384
Australia,AUS,2003,66993.599,0,2591.864
Australia,AUS,2004,68332.317,0,2637.543
Australia,AUS,2005,66883.04,0,2765.928
Australia,AUS,2006,69810.908,0,2798.649
Australia,AUS,2007,69414.543,0,2749.236
Australia,AUS,2008,69152.966,0,2770.23
Australia,AUS,2009,66926.746,0,3014.951
Australia,AUS,2010,65456.527,0,3471.619
Australia,AUS,2011,65785.054,0,4418.236
Australia,AUS,2012,64049.86,0,4190.42
Australia,AUS,2013,63069.761,0,4645.385
Australia,AUS,2014,63471.012,0,4226.812
Australia,AUS,2015,63343.515,0,4406.212
Australia,AUS,2016,62495.921,0,4853.733
Australia,AUS,2017,61766.639,0,4567.292
Australia,AUS,2018,61306.165,0,5587.851
Australia,AUS,2019,64591.979,0,6052.054
Austria,AUT,1965,19430.682,0,6115.679
Austria,AUT,1966,20005.115,0,6548.11
Austria,AUT,1967,20012.277,0,6646.093
Austria,AUT,1968,21568.394,0,6789.507
Austria,AUT,1969,23063.469,0,6209.243
Austria,AUT,1970,25438.527,0,7868.295
Austria,AUT,1971,26933.437,0,6188.416
Austria,AUT,1972,27794.049,0,6334.408
Austria,AUT,1973,29539.754,0,7014.451
Austria,AUT,1974,28298.269,0,8272.947
Austria,AUT,1975,27585.965,0,8653.814
Austria,AUT,1976,30111.455,0,7476.34
Austria,AUT,1977,28533.106,0,9064.358
Austria,AUT,1978,30209.798,0,9082.336
Austria,AUT,1979,31390.841,0,10245.042
Austria,AUT,1980,30853.658,0,10625.611
Austria,AUT,1981,28968.463,0,11267.194
Austria,AUT,1982,27619.282,0,11289.545
Austria,AUT,1983,27619.735,0,11182.108
Austria,AUT,1984,28667.664,0,9804.415
Austria,AUT,1985,29125.766,0,11226.078
Austria,AUT,1986,28976.032,0,11727.306
Austria,AUT,1987,29648.612,0,13197.567
Austria,AUT,1988,28906.785,0,13183.864
Austria,AUT,1989,29102.414,0,13076.518
Austria,AUT,1990,30912.206,0,11751.996
Austria,AUT,1991,32817.716,0,11685.299
Austria,AUT,1992,30541.177,0,12844.338
Austria,AUT,1993,30371.794,0,13412.046
Austria,AUT,1994,30319.604,0,12913.87
Austria,AUT,1995,31530.141,0,13549.477
Austria,AUT,1996,32636.008,0,12422.714
Austria,AUT,1997,32788.917,0,13103.437
Austria,AUT,1998,33052.309,0,13510.368
Austria,AUT,1999,32876.816,0,14634.186
Austria,AUT,2000,32574.893,0,14976.806
Austria,AUT,2001,34703.073,0,14443.689
Austria,AUT,2002,34863.805,0,14173.238
Austria,AUT,2003,37624.981,0,11794.925
Austria,AUT,2004,36867.397,0,13130.104
Austria,AUT,2005,37183.145,0,13438.334
Austria,AUT,2006,36331.115,0,13530.805
Austria,AUT,2007,34262.437,0,14271.579
Austria,AUT,2008,34617.396,0,14717.027
Austria,AUT,2009,31975.679,0,15515.364
Austria,AUT,2010,34226.142,0,14657.432
Austria,AUT,2011,32298.709,0,13239.004
Austria,AUT,2012,31279.494,0,16215.726
Austria,AUT,2013,31191.741,0,15696.877
Austria,AUT,2014,29111.543,0,15518.506
Austria,AUT,2015,29680.396,0,14689.515
Austria,AUT,2016,30123.026,0,15358.388
Austria,AUT,2017,31076.874,0,15106.749
Austria,AUT,2018,30281.529,0,14624.099
Austria,AUT,2019,30844.347,0,15679.611
Azerbaijan,AZE,1985,34631.775,0,546.956
Azerbaijan,AZE,1986,36910.811,0,329.585
Azerbaijan,AZE,1987,35167.515,0,324.134
Azerbaijan,AZE,1988,34651.61,0,276.694
Azerbaijan,AZE,1989,34761.271,0,272.152
Azerbaijan,AZE,1990,35261.66,0,635.863
Azerbaijan,AZE,1991,33285.049,0,664.168
Azerbaijan,AZE,1992,27976.75,0,649.574
Azerbaijan,AZE,1993,23565.045,0,888.802
Azerbaijan,AZE,1994,21515.593,0,661.548
Azerbaijan,AZE,1995,20054.122,0,555.913
Azerbaijan,AZE,1996,16179.154,0,543.463
Azerbaijan,AZE,1997,15266.754,0,599.995
Azerbaijan,AZE,1998,15118.146,0,678.279
Azerbaijan,AZE,1999,15092.552,0,519.411
Azerbaijan,AZE,2000,15635.839,0,524.574
Azerbaijan,AZE,2001,15000.562,0,438.017
Azerbaijan,AZE,2002,14426.916,0,669.169
Azerbaijan,AZE,2003,15361.058,0,804.829
Azerbaijan,AZE,2004,17257.881,0,882.685
Azerbaijan,AZE,2005,18511.33,0,947.993
Azerbaijan,AZE,2006,18165.256,0,779.897
Azerbaijan,AZE,2007,16233.425,0,719.782
Azerbaijan,AZE,2008,16259.868,0,667.868
Azerbaijan,AZE,2009,14105.178,0,679.236
Azerbaijan,AZE,2010,13413.397,0,995.025
Azerbaijan,AZE,2011,15071.103,0,758.172
Azerbaijan,AZE,2012,15592.853,0,506.256
Azerbaijan,AZE,2013,15915.822,0,424.943
Azerbaijan,AZE,2014,16080.396,0,372.634
Azerbaijan,AZE,2015,17313.041,0,456.793
Azerbaijan,AZE,2016,16850.443,0,543.628
Azerbaijan,AZE,2017,16394.375,0,480.155
Azerbaijan,AZE,2018,16688.343,0,492.208
Azerbaijan,AZE,2019,17678.026,0,449.54
Bangladesh,BGD,1971,124.142,0,0
Bangladesh,BGD,1972,231.173,0,7.296
Bangladesh,BGD,1973,276.518,0,13.594
Bangladesh,BGD,1974,285.159,0,9.819
Bangladesh,BGD,1975,311.237,0,17.285
Bangladesh,BGD,1976,349.398,0,19.151
Bangladesh,BGD,1977,352.505,0,16.524
Bangladesh,BGD,1978,368.597,0,18.629
Bangladesh,BGD,1979,396.377,0,21.032
Bangladesh,BGD,1980,437.652,0,20.335
Bangladesh,BGD,1981,427.938,0,21.232
Bangladesh,BGD,1982,465.792,0,17.309
Bangladesh,BGD,1983,443.833,0,21.347
Bangladesh,BGD,1984,461.338,0,28.181
Bangladesh,BGD,1985,507.789,0,22.617
Bangladesh,BGD,1986,549.491,0,13.414
Bangladesh,BGD,1987,590.104,0,15.011
Bangladesh,BGD,1988,637.366,0,19.096
Bangladesh,BGD,1989,664.322,0,25.379
Bangladesh,BGD,1990,690.521,0,23.801
Bangladesh,BGD,1991,651.301,0,22.044
Bangladesh,BGD,1992,697.852,0,20.476
Bangladesh,BGD,1993,757.927,0,15.305
Bangladesh,BGD,1994,782.217,0,20.869
Bangladesh,BGD,1995,920.454,0,8.972
Bangladesh,BGD,1996,935.124,0,17.448
Bangladesh,BGD,1997,963.414,0,16.621
Bangladesh,BGD,1998,1002.596,0,19.585
Bangladesh,BGD,1999,994.666,0,18.483
Bangladesh,BGD,2000,1048.944,0,16.298
Bangladesh,BGD,2001,1173.565,0,21.066
Bangladesh,BGD,2002,1195.104,0,15.504
Bangladesh,BGD,2003,1245.949,0,15.157
Bangladesh,BGD,2004,1268.749,0,14.839
Bangladesh,BGD,2005,1349.324,0,14.556
Bangladesh,BGD,2006,1443.651,0,14.34
Bangladesh,BGD,2007,1459.938,0,14.143
Bangladesh,BGD,2008,1524.095,0,17.709
Bangladesh,BGD,2009,1668.076,0,8.058
Bangladesh,BGD,2010,1683.037,0,13.788
Bangladesh,BGD,2011,1806.621,0,16.293
Bangladesh,BGD,2012,1914.219,0,14.959
Bangladesh,BGD,2013,1950.469,0,14.548
Bangladesh,BGD,2014,2012.905,0,12.262
Bangladesh,BGD,2015,2337.381,0,17.95
Bangladesh,BGD,2016,2343.821,0,17.671
Bangladesh,BGD,2017,2401.766,0,20.613
Bangladesh,BGD,2018,2532.904,0,18.112
Bangladesh,BGD,2019,2976.296,0,19.083
Bangladesh,BGD,1965,,0,0
Bangladesh,BGD,1966,,0,0
Bangladesh,BGD,1967,,0,0
Bangladesh,BGD,1968,,0,0
Bangladesh,BGD,1969,,0,0
Bangladesh,BGD,1970,,0,0
Belarus,BLR,1985,41206.433,0,5.611
Belarus,BLR,1986,46741.555,0,5.575
Belarus,BLR,1987,47133.513,0,5.541
Belarus,BLR,1988,47549.471,0,5.511
Belarus,BLR,1989,45792.363,0,5.488
Belarus,BLR,1990,43790.127,0,5.473
Belarus,BLR,1991,43274.803,0,4.921
Belarus,BLR,1992,40971.13,0,4.651
Belarus,BLR,1993,32873.214,0,5.207
Belarus,BLR,1994,27466.181,0,5.221
Belarus,BLR,1995,24993.993,0,5.513
Belarus,BLR,1996,25712.913,0,4.425
Belarus,BLR,1997,26062.343,0,5.828
Belarus,BLR,1998,25601.631,0,7.801
Belarus,BLR,1999,25038.082,0,5.318
Belarus,BLR,2000,25863.446,0,7.597
Belarus,BLR,2001,25367.833,0,8.439
Belarus,BLR,2002,26297.683,0,8.159
Belarus,BLR,2003,26361.723,0,7.881
Belarus,BLR,2004,29883.112,0,9.573
Belarus,BLR,2005,29946.854,0,10.408
Belarus,BLR,2006,31960.549,0,10.673
Belarus,BLR,2007,31324.92,0,14.008
Belarus,BLR,2008,31773.268,0,20.385
Belarus,BLR,2009,30158.907,0,29.48
Belarus,BLR,2010,32043.506,0,35.979
Belarus,BLR,2011,31887.737,0,38.81
Belarus,BLR,2012,34443.769,0,47.319
Belarus,BLR,2013,30335.703,0,62.05
Belarus,BLR,2014,31299.252,0,56.931
Belarus,BLR,2015,28407.2,0,67.807
Belarus,BLR,2016,28214.674,0,89.187
Belarus,BLR,2017,28686.645,0,184.392
Belarus,BLR,2018,30612.706,0,170.898
Belarus,BLR,2019,30883.951,0,173.958
Belgium,BEL,1965,43640.115,0,80.004
Belgium,BEL,1966,41833.505,1.756,87.528
Belgium,BEL,1967,43728.064,27.402,69.379
Belgium,BEL,1968,48559.771,17.713,70.853
Belgium,BEL,1969,53128.408,6.366,66.551
Belgium,BEL,1970,55928.397,16.438,70.944
Belgium,BEL,1971,54738.546,0,38.52
Belgium,BEL,1972,57997.51,3.152,51.584
Belgium,BEL,1973,58557.229,21.717,82.01
Belgium,BEL,1974,56356.689,42.178,99.176
Belgium,BEL,1975,50958.232,1928.414,75.613
Belgium,BEL,1976,53149.379,2846.126,47.076
Belgium,BEL,1977,52488.022,3378.213,133.272
Belgium,BEL,1978,54662.957,3533.431,136.39
Belgium,BEL,1979,56551.488,3215.561,154.76
Belgium,BEL,1980,53573.727,3532.107,162.687
Belgium,BEL,1981,50577.312,3614.965,188.915
Belgium,BEL,1982,47452.177,4399.509,106.449
Belgium,BEL,1983,43393.082,6765.121,100.469
Belgium,BEL,1984,44583.23,7779.523,105.155
Belgium,BEL,1985,44889.576,9691.839,95.235
Belgium,BEL,1986,45175.65,11021.036,129.251
Belgium,BEL,1987,46052.948,11725.517,161.213
Belgium,BEL,1988,46816.143,12022.078,152.57
Belgium,BEL,1989,47703.879,11472.12,140.002
Belgium,BEL,1990,50673.776,11858.93,154.059
Belgium,BEL,1991,52635.138,11859.59,148.311
Belgium,BEL,1992,52009.792,11977.695,170.063
Belgium,BEL,1993,51232.475,11509.436,139.177
Belgium,BEL,1994,54860.359,11111.12,164.107
Belgium,BEL,1995,55059.567,11278.016,182.167
Belgium,BEL,1996,58621.287,11792.503,152.658
Belgium,BEL,1997,58066.429,12880.379,159.755
Belgium,BEL,1998,59711.114,12526.738,205.952
Belgium,BEL,1999,58214.066,13277.274,230.24
Belgium,BEL,2000,59861.447,13010.071,282.047
Belgium,BEL,2001,59616.604,12395.707,287.501
Belgium,BEL,2002,58854.528,12528.526,301.044
Belgium,BEL,2003,61306.908,12388.666,311.684
Belgium,BEL,2004,61218.442,12220.8,386.679
Belgium,BEL,2005,59836.219,12138.488,537.108
Belgium,BEL,2006,59687.017,11741.231,743.062
Belgium,BEL,2007,59232.996,11974.488,865.554
Belgium,BEL,2008,60519.668,11159.504,1081.959
Belgium,BEL,2009,54608.643,11407.456,1455.479
Belgium,BEL,2010,57960.807,11427.686,1929.311
Belgium,BEL,2011,52325.257,11348.897,2345.488
Belgium,BEL,2012,50880.625,9363.124,2797.62
Belgium,BEL,2013,51434.049,9788.327,3040.626
Belgium,BEL,2014,48667.753,7643.809,3212.805
Belgium,BEL,2015,50650.192,5849.967,3520.278
Belgium,BEL,2016,51012.182,9639.9,3626.346
Belgium,BEL,2017,51438.699,9244.053,3956.438
Belgium,BEL,2018,52245.359,6190.078,4188.777
Belgium,BEL,2019,51382.511,9390.051,4530.155
Brazil,BRA,1965,2379.905,0,850.086
Brazil,BRA,1966,2523.572,0,904.544
Brazil,BRA,1967,2536.096,0,920.994
Brazil,BRA,1968,2911.372,0,938.865
Brazil,BRA,1969,3117.538,0,979.128
Brazil,BRA,1970,3441.951,0,1177.422
Brazil,BRA,1971,3676.59,0,1249.005
Brazil,BRA,1972,4103.466,0,1429.727
Brazil,BRA,1973,4858.817,0,1592.928
Brazil,BRA,1974,5128.787,0,1763.249
Brazil,BRA,1975,5218.138,0,1895.297
Brazil,BRA,1976,5509.628,0,2119.618
Brazil,BRA,1977,5599.629,0,2337.285
Brazil,BRA,1978,5987.861,0,2511.32
Brazil,BRA,1979,6165.411,0,2789.044
Brazil,BRA,1980,5894.771,0,3008.357
Brazil,BRA,1981,5502.067,0,2981.637
Brazil,BRA,1982,5501.278,0,3146.967
Brazil,BRA,1983,5240.363,0,3314.467
Brazil,BRA,1984,5341.334,34.475,3555.415
Brazil,BRA,1985,5462.99,69.427,3725.818
Brazil,BRA,1986,5842.922,2.896,3733.225
Brazil,BRA,1987,5927.077,19.183,3729.528
Brazil,BRA,1988,5917.366,11.759,3915.07
Brazil,BRA,1989,5843.252,34.739,3950.283
Brazil,BRA,1990,5567.988,41.703,4382.485
Brazil,BRA,1991,5637.896,26.414,4530.558
Brazil,BRA,1992,5898.042,31.675,4560.862
Brazil,BRA,1993,6057.62,7.828,4713.072
Brazil,BRA,1994,6335.552,0.958,4807.108
Brazil,BRA,1995,6528.491,43.187,4942.128
Brazil,BRA,1996,6820.701,40.954,5103.937
Brazil,BRA,1997,7162.566,52.645,5237.717
Brazil,BRA,1998,7302.218,53.417,5356.075
Brazil,BRA,1999,7367.763,64.109,5317.034
Brazil,BRA,2000,7334.648,96.084,5349.714
Brazil,BRA,2001,7462.85,222.389,4674.266
Brazil,BRA,2002,7345.299,211.306,4929.479
Brazil,BRA,2003,7210.959,200.166,5137.103
Brazil,BRA,2004,7512.861,170.815,5320.681
Brazil,BRA,2005,7556.786,142.423,5520.577
Brazil,BRA,2006,7627.152,195.38,5580.398
Brazil,BRA,2007,7852.38,172.535,6051.149
Brazil,BRA,2008,8245.678,192.02,6113.883
Brazil,BRA,2009,7695.322,175.319,6425.38
Brazil,BRA,2010,8711.048,193.482,6681.251
Brazil,BRA,2011,9088.141,205.456,6855.265
Brazil,BRA,2012,9465.298,207.294,6619.196
Brazil,BRA,2013,10136.376,196.756,6427.952
Brazil,BRA,2014,10442.735,193.017,6353.726
Brazil,BRA,2015,10016.564,182.294,6420.413
Brazil,BRA,2016,9206.175,193.515,6658.975
Brazil,BRA,2017,9299.423,189.324,6634.846
Brazil,BRA,2018,8858.949,185.973,7046.457
Brazil,BRA,2019,8786.423,189.66,7348.965
Bulgaria,BGR,1965,13864.985,0,675.612
Bulgaria,BGR,1966,14802.266,0,673.991
Bulgaria,BGR,1967,17183.472,0,673.22
Bulgaria,BGR,1968,19414.15,0,431.548
Bulgaria,BGR,1969,21363.684,0,604.179
Bulgaria,BGR,1970,23859.331,0,702.607
Bulgaria,BGR,1971,24720.236,0,704.262
Bulgaria,BGR,1972,25336.688,0,675.973
Bulgaria,BGR,1973,26048.326,0,824.734
Bulgaria,BGR,1974,26583.17,296.331,664.189
Bulgaria,BGR,1975,28703.648,811.908,779.8
Bulgaria,BGR,1976,29421.265,1579.659,935.32
Bulgaria,BGR,1977,30560.738,1856.903,1113.7
Bulgaria,BGR,1978,31858.945,1859.615,915.333
Bulgaria,BGR,1979,32862.028,1939.081,1038.883
Bulgaria,BGR,1980,34634.489,1928.71,1161.606
Bulgaria,BGR,1981,33066.917,2844.534,1128.58
Bulgaria,BGR,1982,33547.784,3342.294,948.632
Bulgaria,BGR,1983,33124.159,3821.813,1040.31
Bulgaria,BGR,1984,32743.166,3944.144,1009.651
Bulgaria,BGR,1985,32646.763,4064.07,692.356
Bulgaria,BGR,1986,33713.127,3736.521,720.062
Bulgaria,BGR,1987,33869.624,3854.98,786.433
Bulgaria,BGR,1988,33703.376,4982.412,806.883
Bulgaria,BGR,1989,33940.187,4547.218,840.077
Bulgaria,BGR,1990,31312.875,4607.64,590.054
Bulgaria,BGR,1991,24947.036,4177.284,773.419
Bulgaria,BGR,1992,23996.919,3698.584,660.507
Bulgaria,BGR,1993,25336.438,4525.877,629.017
Bulgaria,BGR,1994,24185.059,5026.225,481.154
Bulgaria,BGR,1995,25748.759,5722.313,767.13
Bulgaria,BGR,1996,25530.078,6057.383,977.851
Bulgaria,BGR,1997,24119.422,6004.429,931.564
Bulgaria,BGR,1998,23285.489,5768.211,1057.113
Bulgaria,BGR,1999,20191.658,5445.372,947.964
Bulgaria,BGR,2000,19731.288,6313.389,928.358
Bulgaria,BGR,2001,20946.201,6803.839,604.422
Bulgaria,BGR,2002,19966.579,7049.004,764.787
Bulgaria,BGR,2003,21747.686,6032.414,1057.418
Bulgaria,BGR,2004,21170.079,5877.127,1107.619
Bulgaria,BGR,2005,22613.194,6527.156,1519.376
Bulgaria,BGR,2006,23314.802,6827.935,1491.476
Bulgaria,BGR,2007,24704.722,5133.364,1024.009
Bulgaria,BGR,2008,24004.505,5531.063,1039.201
Bulgaria,BGR,2009,20345.118,5355.029,1305.06
Bulgaria,BGR,2010,20864.679,5354.841,2032.515
Bulgaria,BGR,2011,23130.377,5729.39,1381.951
Bulgaria,BGR,2012,21392.082,5543.819,1870.885
Bulgaria,BGR,2013,19337.716,4976.923,2432.657
Bulgaria,BGR,2014,20481.124,5572.624,2595.063
Bulgaria,BGR,2015,22154.207,5403.541,3080.053
Bulgaria,BGR,2016,21116.311,5547.121,2498.836
Bulgaria,BGR,2017,22386.191,5472.23,2158.236
Bulgaria,BGR,2018,21202.605,5683.137,3277.59
Bulgaria,BGR,2019,20771.931,5861.308,2728.666
Canada,CAN,1965,52959.492,18.115,16711.967
Canada,CAN,1966,54612.452,23.918,18216.319
Canada,CAN,1967,56573.012,20.91,18303.144
Canada,CAN,1968,59987.637,123.337,18299.088
Canada,CAN,1969,61755.666,69.89,19901.984
Canada,CAN,1970,65407.155,134.769,20551.595
Canada,CAN,1971,66042.604,545.633,20774.337
Canada,CAN,1972,68716.346,907.51,22859.423
Canada,CAN,1973,71362.631,1890.353,24122.507
Canada,CAN,1974,71388.969,1794.7,25727.01
